full_text,punctuation_text,normalized,hf_final,hf_score
@aucherise Pilihan 2: Naik 4C jurusan Bundaran Senayan turun di Bundaran Senayan lalu naik MRT jurusan Lebak Bulus turun di Blok M BCA,pilihan naik c jurusan bundaran senayan turun di bundaran senayan lalu naik mrt jurusan lebak bulus turun di blok m bca,pilihan naik c jurusan bundaran senayan turun di bundaran senayan lalu naik mrt jurusan lebak bulus turun di blok m bca,Neutral,9.996.700.286.865.230
@vvotanet kalo penginapan bobopod thamrin nder ke fx tinggal naik mrt sekitar situ jg bnyk org jualan,kalo penginapan bobopod thamrin nder ke fx tinggal naik mrt sekitar situ jg bnyk org jualan,kalau penginapan bobopod thamrin nder ke fx tinggal naik mrt sekitar situ juga banyak orang jualan,Negative,5.736.428.499.221.800
@esthergals Pilihan 3: Naik 4C jurusan Bundaran Senayan turun di Bundaran Senayan lalu naik MRT jurusan Lebak Bulus turun di Blok M BCA,pilihan naik c jurusan bundaran senayan turun di bundaran senayan lalu naik mrt jurusan lebak bulus turun di blok m bca,pilihan naik c jurusan bundaran senayan turun di bundaran senayan lalu naik mrt jurusan lebak bulus turun di blok m bca,Neutral,9.996.700.286.865.230
@vvotanet Penginapan reddoorz aja d thamrin deket mrt dukuh atas. Kamu bisa pp naik mrt terbilang murah. Kalau sekitaran fx dn gbk sih kayaknya gak ada malah ada hotel yang mahal bgt.,penginapan reddoorz aja d thamrin deket mrt dukuh atas kamu bisa pp naik mrt terbilang murah kalau sekitaran fx dn gbk sih kayaknya gak ada malah ada hotel yang mahal bgt,penginapan reddoorz saja d thamrin deket mrt dukuh atas kamu bisa pp naik mrt terbilang murah kalau sekitaran fx dn gbk sih kayaknya tidak ada malah ada hotel yang mahal banget,Negative,997.628.390.789.032
@stephentongkw @NicholasErik @efekrumahsaja Gak diajak naik mrt rupanya waktu itu dia ya?,gak diajak naik mrt rupanya waktu itu dia ya,tidak diajak naik mrt rupanya waktu itu dia ya,Negative,999.692.440.032.959
untung gw kemaren naik mrt ga liat ini kalo ga gw duduk menangis di lebak bulus anjir,untung gw kemaren naik mrt ga liat ini kalo ga gw duduk menangis di lebak bulus anjir,untung saya kemarin naik mrt tidak liat ini kalau tidak saya duduk menangis di lebak bulus anjir,Negative,9.773.243.069.648.740
kalo kyk gini sama aja naik mrt dong?!?!?,kalo kyk gini sama aja naik mrt dong,kalau kayak gini sama saja naik mrt dong,Negative,9.477.038.383.483.880
Kmrn menjadi anak mrt berkat aldi dan ayu enak gitu ya tikum di blora dukuh atas Dirimu biasanya dr blokm naik mrt trs turun dimanakah utk lanjut krl @rakppippi ?,kmrn menjadi anak mrt berkat aldi dan ayu enak gitu ya tikum di blora dukuh atas dirimu biasanya dr blokm naik mrt trs turun dimanakah utk lanjut krl,kemarin menjadi anak mrt berkat aldi dan ayu enak begitu ya tikum di blora dukuh atas dirimu biasanya dari blokm naik mrt terus turun dimanakah untuk lanjut krl,Positive,9.985.540.509.223.930
Karyawan Bergaji Rp6 2 Juta Kini Bisa Naik MRT &amp; Transjakarta GRATIS! Cek Syaratnya di Sini! Kabar gembira buat para pekerja Jakarta! Mulai 2025 karyawan dengan gaji maksimal Rp6 2 juta per bulan bisa menikmati transportasi umum gratis mulai dari Transjakarta LRT https://t.co/9MB57q1P2b,karyawan bergaji rp juta kini bisa naik mrt amp transjakarta gratis cek syaratnya di sini kabar gembira buat para pekerja jakarta mulai karyawan dengan gaji maksimal rp juta per bulan bisa menikmati transportasi umum gratis mulai dari transjakarta lrt,karyawan bergaji rp juta kini bisa naik mrt amp transjakarta gratis cek syaratnya di sini kabar gembira buat para pekerja jakarta mulai karyawan dengan gaji maksimal rp juta per bulan bisa menikmati transportasi umum gratis mulai dari transjakarta lrt,Neutral,9.003.691.673.278.800
Naik LRT MRT atau bas hari-hari? Apa kata kerja terus dekat kawasan tu. Jimat masa jimat minyak tak stress jem! Ni senarai kerja kosong yang literally depan stesen je https://t.co/0YNaUiYAQG,naik lrt mrt atau bas hari hari apa kata kerja terus dekat kawasan tu jimat masa jimat minyak tak stress jem ni senarai kerja kosong yang literally depan stesen je,naik lrt mrt atau bas hari hari apa kata kerja terus dekat kawasan itu jimat masa jimat minyak tidak stress jam ini senarai kerja kosong yang literally depan stesen je,Negative,9.984.306.693.077.080
Naik MRT Transjakarta dan LRT Gratis: Catat Syarat Cara Daftar &amp; Gaji Maksimal https://t.co/NWYvhwGnk8 lewat @Keuangan News https://t.co/OT1BsGTQ3U,naik mrt transjakarta dan lrt gratis catat syarat cara daftar amp gaji maksimal lewat news,naik mrt transjakarta dan lrt gratis catat syarat cara daftar amp gaji maksimal lewat news,Neutral,9.997.424.483.299.250
Cara Buat Kartu Pekerja Jakarta biar Bisa Naik TJ MRT LRT Gratis https://t.co/4eLmJ8fvvT,cara buat kartu pekerja jakarta biar bisa naik tj mrt lrt gratis,cara buat kartu pekerja jakarta biar bisa naik tj mrt lrt gratis,Neutral,9.996.943.473.815.910
gw naik tuktuk aja udah takut banget apalagi sempet dibawa ngedrift pas ada proyek mrt. dia malah tiduran begini https://t.co/7saZUo7stC,gw naik tuktuk aja udah takut banget apalagi sempet dibawa ngedrift pas ada proyek mrt dia malah tiduran begini,saya naik tuktuk saja sudah takut sekali apalagi sempet dibawa ngedrift pas ada proyek mrt dia malah tiduran begini,Negative,9.998.524.188.995.360
@pikaruuuuuuuu_ Atau ke Stasiun MRT Setiabudi Astra disitu naik MRT jurusan Lebak Bulus turun di Haji Nawi lalu naik JAK.93 jurusan Kebayoran Lama turun di Velbak,atau ke stasiun mrt setiabudi astra disitu naik mrt jurusan lebak bulus turun di haji nawi lalu naik jak jurusan kebayoran lama turun di velbak,atau ke stasiun mrt setiabudi astra disitu naik mrt jurusan lebak bulus turun di haji nawi lalu naik jak jurusan kebayoran lama turun di velbak,Neutral,9.997.026.324.272.150
@HansDaffa28 Silahkan naik D21 jurusan Lebak Bulus turun di Stasiun MRT Lebak Bulus lalu naik JAK.45 jurusan Ragunan turun di Dapsus,silahkan naik d jurusan lebak bulus turun di stasiun mrt lebak bulus lalu naik jak jurusan ragunan turun di dapsus,silahkan naik d jurusan lebak bulus turun di stasiun mrt lebak bulus lalu naik jak jurusan ragunan turun di dapsus,Neutral,9.996.532.201.766.960
@y2corner Dari Lawson Satrio jalan ke Stasiun MRT Bendungan Hilir disitu naik MRT jurusan Lebak Bulus turun di Fatmawati Indomaret,dari lawson satrio jalan ke stasiun mrt bendungan hilir disitu naik mrt jurusan lebak bulus turun di fatmawati indomaret,dari lawson satrio jalan ke stasiun mrt bendungan hilir disitu naik mrt jurusan lebak bulus turun di fatmawati indomaret,Neutral,9.996.699.094.772.330
Harapan indah ada mrt coyy harga rumah pasti naikgmn mau beli rumah di harapan indah pls udh enak banget di sini,harapan indah ada mrt coyy harga rumah pasti naikgmn mau beli rumah di harapan indah pls udh enak banget di sini,harapan indah ada mrt coyy harga rumah pasti naikgmn mau beli rumah di harapan indah pls sudah enak sekali di sini,Positive,9.993.268.251.419.060
RAKYAT JAKARTA NAIK MRT LRT PERCUMA TIDAK PRAKTIKAL DI MALAYSIA RAKYAT bergaji RM1 550 layak nikmati MRT dan LRT secara percuma bukan di Malaysia tetapi di Indonesia. #Berita757 #RakyatKeutamaanKami https://t.co/odwV2aULXi,rakyat jakarta naik mrt lrt percuma tidak praktikal di malaysia rakyat bergaji rm layak nikmati mrt dan lrt secara percuma bukan di malaysia tetapi di indonesia berita rakyatkeutamaankami,rakyat jakarta naik mrt lrt percuma tidak praktikal di malaysia rakyat bergaji rm layak nikmati mrt dan lrt secara percuma bukan di malaysia tetapi di indonesia berita rakyatkeutamaankami,Negative,6.575.546.860.694.880
@NicholasErik @efekrumahsaja blm naik mrt dia tidur kurasa oop,blm naik mrt dia tidur kurasa oop,belum naik mrt dia tidur kurasa oop,Negative,9.363.872.408.866.880
Pemprov DKI Jakarta resmi memberlakukan layanan transportasi umum gratis bagi pekerja swasta berpenghasilan di bawah Rp 6 2 juta. Kebijakan ini tertuang dalam Pergub 33/2025 dan menjadi bagian dari upaya pemerataan akses serta pengendalian kemacetan. https://t.co/uUQjkajxhn,pemprov dki jakarta resmi memberlakukan layanan transportasi umum gratis bagi pekerja swasta berpenghasilan di bawah rp juta kebijakan ini tertuang dalam pergub dan menjadi bagian dari upaya pemerataan akses serta pengendalian kemacetan,pemprov dki jakarta resmi memberlakukan layanan transportasi umum gratis bagi pekerja swasta berpenghasilan di bawah rp juta kebijakan ini tertuang dalam pergub dan menjadi bagian dari upaya pemerataan akses serta pengendalian kemacetan,Neutral,9.996.438.026.428.220
nakkk pergiii mrt hkl tapi salah naik train,nak pergi mrt hkl tapi salah naik train,anak pergi mrt hkl tapi salah naik kereta,Negative,9.638.466.238.975.520
naik kajj &gt; krl &gt; mrt &gt; jalan kaki.,naik kajj gt krl gt mrt gt jalan kaki,naik kajj begitu krl begitu mrt begitu jalan kaki,Neutral,9.991.399.049.758.910
@olandtambz23 @cinggaro @fahmiazharrii @thedufresne Lah saya orang depok.. PP depok-jakarta pake KRL plus MRT.kadang2 naik busway sesekali.. Kerja di sahid sudirman.. PP asli.. Klo buat saya harga 150rb ke Bandung yg cuma +/- 30 menit jelas worth it lah.. Ya lu klo duit pas2an jgn naik yg harga 600rb..,lah saya orang depok pp depok jakarta pake krl plus mrt kadang naik busway sesekali kerja di sahid sudirman pp asli klo buat saya harga rb ke bandung yg cuma menit jelas worth it lah ya lu klo duit pasan jgn naik yg harga rb,lah saya orang depok pp depok jakarta pakai krl plus mrt kadang naik busway sesekali kerja di sahid sudirman pp asli kalau buat saya harga ribu ke bandung yang cuma menit jelas worth it lah ya kamu kalau duit pasan jangan naik yang harga ribu,Positive,8.372.385.501.861.570
@puppycatnanny jujur mending ke GI dl trs taxi sih ci or u parkir di MRT BenHil trs naik grabcar/taxi ke tempatnya lebih okeee,jujur mending ke gi dl trs taxi sih ci or u parkir di mrt benhil trs naik grabcar taxi ke tempatnya lebih oke,jujur mending ke lagi dulu terus taxi sih ci or kamu parkir di mrt benhil terus naik grabcar taxi ke tempatnya lebih oke,Negative,9.746.315.479.278.560
tapi gue sedih inget banget awal masuk di PIK dia yg ngajarin gue cara naik transum. dari jaklingko busway krl sampe mrt. semua cara naik diajarin dg sabar belum tentu orang lain bisa sesabar itu.,tapi gue sedih inget banget awal masuk di pik dia yg ngajarin gue cara naik transum dari jaklingko busway krl sampe mrt semua cara naik diajarin dg sabar belum tentu orang lain bisa sesabar itu,tapi saya sedih ingat sekali awal masuk di pik dia yang ngajarin saya cara naik transportasi umum dari jaklingko busway krl sampai mrt semua cara naik diajarin dengan sabar belum tentu orang lain bisa sesabar itu,Positive,9.966.590.404.510.490
kocak bgt segala hampir salah naik mrt anjir mana udah hampir kereta terakhir,kocak bgt segala hampir salah naik mrt anjir mana udah hampir kereta terakhir,kocak banget segala hampir salah naik mrt anjir mana sudah hampir kereta terakhir,Negative,9.989.739.656.448.360
kangen muter-muter naik krl mrt tj,kangen muter muter naik krl mrt tj,kangen muter muter naik krl mrt tj,Neutral,6.612.950.563.430.780
@callmeucuuuuu Kwkwkwkwk kan pengguna mrt banyak yg nerus naik KRL,kwkwkwkwk kan pengguna mrt banyak yg nerus naik krl,kwkwkwkwk kan pengguna mrt banyak yang nerus naik krl,Negative,7.380.516.529.083.250
Cara Membuat Kartu Pekerja Jakarta untuk Naik Transjakarta-MRT Gratis https://t.co/EeTwTtW2nw,cara membuat kartu pekerja jakarta untuk naik transjakarta mrt gratis,cara membuat kartu pekerja jakarta untuk naik transjakarta mrt gratis,Neutral,9.996.784.925.460.810
jangan salah kalo di grup aqv ada anggota yang misterius pfp kosongan jarang nimbrung sekalinya nimbrung cuma muji aqeela bisa jadi itu adek dia update banget kakak pernah naik mrt dia tau padahal dah lama kakak jarang ketemu emyr lagi aja tau mantau kah kidz?,jangan salah kalo di grup aqv ada anggota yang misterius pfp kosongan jarang nimbrung sekalinya nimbrung cuma muji aqeela bisa jadi itu adek dia update banget kakak pernah naik mrt dia tau padahal dah lama kakak jarang ketemu emyr lagi aja tau mantau kah kidz,jangan salah kalau di grup aqv ada anggota yang misterius pfp kosongan jarang nimbrung sekalinya nimbrung cuma muji aqeela bisa jadi itu adik dia update sekali kakak pernah naik mrt dia tahu padahal sudah lama kakak jarang ketemu emyr lagi saja tahu mantau kah kidz,Negative,9.993.512.034.416.190
Lalu.. aku naik mrt.. lalu gojek dengan tarif lebih mahal..,lalu aku naik mrt lalu gojek dengan tarif lebih mahal,lalu saya naik mrt lalu gojek dengan tarif lebih mahal,Negative,9.998.138.546.943.660
@medinakomatsu @tiktakpink kak? dia aja tau aqeela sama emyr pernah naik mrt bareng padahal itu 2022 wkwk dia juga ngeh aqeela udah gabareng sama emyr padahal ini juga baru kenal wkwk,kak dia aja tau aqeela sama emyr pernah naik mrt bareng padahal itu wkwk dia juga ngeh aqeela udah gabareng sama emyr padahal ini juga baru kenal wkwk,kak dia saja tahu aqeela sama emyr pernah naik mrt bareng padahal itu wkwk dia juga ngeh aqeela sudah gabareng sama emyr padahal ini juga baru kenal wkwk,Negative,9.628.353.714.942.930
kenceng juga betis gua abis naik gangga mrt dukuh atas kaga pake eskalator,kenceng juga betis gua abis naik gangga mrt dukuh atas kaga pake eskalator,kencang juga betis saya abis naik gangga mrt dukuh atas kaga pakai eskalator,Negative,7.048.474.550.247.190
temen gw: (mau pulang balik naik MRT tp lg nungguin temennya yang lain dl) gw: OK tunggu sini aku mau nyari tiang yang lain dulu barangkali ada lagi banner minghaonya temen gw: (berujung ngekorin gw yang nyari banner minghao sambil geleng2 kepala) temen gw normies dan laki..,temen gw mau pulang balik naik mrt tp lg nungguin temennya yang lain dl gw ok tunggu sini aku mau nyari tiang yang lain dulu barangkali ada lagi banner minghaonya temen gw berujung ngekorin gw yang nyari banner minghao sambil geleng kepala temen gw normies dan laki,teman saya mau pulang balik naik mrt tapi lagi tunggu temennya yang lain dulu saya oke tunggu sini saya mau cari tiang yang lain dulu barangkali ada lagi banner minghaonya teman saya berujung ngekorin saya yang cari banner minghao sambil geleng kepala teman saya normies dan laki,Negative,997.142.493.724.823
lagi mau naik mrt menemukan enih happy hongjoong day! https://t.co/sOA8GR6EpI,lagi mau naik mrt menemukan enih happy hongjoong day,lagi mau naik mrt menemukan enih happy hongjoong day,Positive,9.878.222.346.305.840
Nani untung kamu bukan wni dan anker seperti aku. Ini kalau kamu manspreading pas naik transum apalagi di krl tije sm mrt udah pasti aku side eyeing https://t.co/4RfeRtgBnF,nani untung kamu bukan wni dan anker seperti aku ini kalau kamu manspreading pas naik transum apalagi di krl tije sm mrt udah pasti aku side eyeing,nani untung kamu bukan wni dan anker seperti saya ini kalau kamu manspreading pas naik transportasi umum apalagi di krl tije sama mrt sudah pasti saya side eyeing,Positive,9.980.790.615.081.780
@mendesisarm naik bus lalu mrt ya kak,naik bus lalu mrt ya kak,naik bus lalu mrt ya kak,Neutral,99.588.543.176.651
@louiskandou 2 Nov 25 jln2 mlm coba naik LRT MRT https://t.co/gWz22CMi6a,nov jln mlm coba naik lrt mrt,nov jalan malam coba naik lrt mrt,Neutral,9.996.793.270.111.080
@ade_prasetya5 @cinggaro @fahmiazharrii @thedufresne saya orang bekasi ya jelas pernah lah naik mrt busway apalagi. pertanyaannya akun dan pp mu asli bukan? kembali ke substansi kalau dibandingkan dengan whoosh ya jelas mahal lah buat saya dan rakyat kebanyakan,saya orang bekasi ya jelas pernah lah naik mrt busway apalagi pertanyaannya akun dan pp mu asli bukan kembali ke substansi kalau dibandingkan dengan whoosh ya jelas mahal lah buat saya dan rakyat kebanyakan,saya orang bekasi ya jelas pernah lah naik mrt busway apalagi pertanyaannya akun dan pp mu asli bukan kembali ke substansi kalau dibandingkan dengan whoosh ya jelas mahal lah buat saya dan rakyat kebanyakan,Negative,9.998.685.121.536.250
pernah dan mereka join nonton waktu naik mrt,pernah dan mereka join nonton waktu naik mrt,pernah dan mereka join nonton waktu naik mrt,Neutral,9.996.298.551.559.440
@dinoqtbabie Area Sarinah dekat dengan Sabang yg pusat kuliner dekat juga dengan transportasi umum seperti trans jakarta dan MRT. Sampai malam pun masih ramai. Naik ojek online ke PI pun murah mungkin 3-4 ringgit (10ribu-15ribu rupiah),area sarinah dekat dengan sabang yg pusat kuliner dekat juga dengan transportasi umum seperti trans jakarta dan mrt sampai malam pun masih ramai naik ojek online ke pi pun murah mungkin ringgit ribu ribu rupiah,area sarinah dekat dengan sabang yang pusat kuliner dekat juga dengan transportasi umum seperti trans jakarta dan mrt sampai malam pun masih ramai naik ojek online ke pi pun murah mungkin ringgit ribu ribu rupiah,Positive,999.629.020.690.918
buset naik MRT,buset naik mrt,buset naik mrt,Negative,837.058.961.391.449
Gubernur DKI: Gaji di Bawah Rp6 2 Juta Gratis Naik MRT LRT dan Transjakarta https://t.co/yFMLws1ReT,gubernur dki gaji di bawah rp juta gratis naik mrt lrt dan transjakarta,gubernur dki gaji di bawah rp juta gratis naik mrt lrt dan transjakarta,Neutral,9.996.153.116.226.190
woilah cik mau naik stasiun mrt haji nawi kok namanya beda gini ya https://t.co/ipbklVaRRX,woilah cik mau naik stasiun mrt haji nawi kok namanya beda gini ya,woilah cik mau naik stasiun mrt haji nawi kok namanya beda gini ya,Negative,9.996.740.818.023.680
di jakarta naik mrt digeprek di KL juga digeprek hadeh,di jakarta naik mrt digeprek di kl juga digeprek hadeh,di jakarta naik mrt digeprek di kalau juga digeprek aduh,Negative,9.996.615.648.269.650
Pekerja Bergaji Rp6 2 Juta Bisa Naik MRT LRT dan BRT Gratis Ini Syaratnya #BacadiBJ #beritajakarta #dkijakarta #JAKI #WeLoveJakarta https://t.co/JlfUSI3K51,pekerja bergaji rp juta bisa naik mrt lrt dan brt gratis ini syaratnya bacadibj beritajakarta dkijakarta jaki welovejakarta,pekerja bergaji rp juta bisa naik mrt lrt dan brt gratis ini syaratnya bacadibj beritajakarta dkijakarta jaki welovejakarta,Neutral,9.996.398.687.362.670
Pekerja bergaji bawah RM1 550 naik MRT LRT percuma | 15 Minit MMTV 7 November 2025 #15minitmmtv #utusanonline #kosmoonline #mmtv #berita #relevan #mutakhir https://t.co/RvYjamRQLG,pekerja bergaji bawah rm naik mrt lrt percuma minit mmtv november minitmmtv utusanonline kosmoonline mmtv berita relevan mutakhir,pekerja bergaji bawah rm naik mrt lrt percuma minit mmtv november minitmmtv utusanonline kosmoonline mmtv berita relevan mutakhir,Neutral,6.831.247.210.502.620
Pekerja Bergaji Rp6 2 Juta Bisa Naik MRT LRT dan Transjakarta Gratis.. Sangat menolong banget sih untuk para pekerja yang mengandalkan transportasi umum.. https://t.co/j2paTCMh8H,pekerja bergaji rp juta bisa naik mrt lrt dan transjakarta gratis sangat menolong banget sih untuk para pekerja yang mengandalkan transportasi umum,pekerja bergaji rp juta bisa naik mrt lrt dan transjakarta gratis sangat menolong sekali sih untuk para pekerja yang mengandalkan transportasi umum,Positive,9.972.621.202.468.870
Sumpah baru tau kalo sekarang udah bisa tap NFC pake hp doang buat naik transport umum.. berangkat kerja tadi nyobain soalnya Gratis juga. Naik KRL MRT LRT Jabodebek atau Transjakarta bisa GRATIS plus dapet promo GoRide. Lumayan untungnya.. @gopayindonesia https://t.co/dzlDu8slUF,sumpah baru tau kalo sekarang udah bisa tap nfc pake hp doang buat naik transport umum berangkat kerja tadi nyobain soalnya gratis juga naik krl mrt lrt jabodebek atau transjakarta bisa gratis plus dapet promo goride lumayan untungnya,sumpah baru tahu kalau sekarang sudah bisa tap nfc pakai hp saja buat naik transport umum berangkat kerja tadi coba soalnya gratis juga naik krl mrt lrt jabodebek atau transjakarta bisa gratis plus dapat promo goride lumayan untungnya,Positive,9.961.369.633.674.620
@cortisius loh km gatau skrg bs pp jogja jaktim naik mrt :p,loh km gatau skrg bs pp jogja jaktim naik mrt p,loh kamu tidak tahu sekarang bisa pp jogja jaktim naik mrt p,Neutral,9.973.019.361.495.970
@melioramagna Delay tadi Trus nyampe sono ternyata antri imigrasi nya sejaman dong Udah cape trus pas naik mrt pusing eh lanjut grab dapet yang nyupirinya terlalu liar,delay tadi trus nyampe sono ternyata antri imigrasi nya sejaman dong udah cape trus pas naik mrt pusing eh lanjut grab dapet yang nyupirinya terlalu liar,delay tadi terus sampai sono ternyata antri imigrasi nya sejaman dong sudah capai terus pas naik mrt pusing eh lanjut grab dapat yang nyupirinya terlalu liar,Negative,9.998.601.675.033.560
Berisik bgt org ber3 naik mrt repot sendiri drtd,berisik bgt org ber naik mrt repot sendiri drtd,berisik banget orang ber naik mrt repot sendiri dari tadi,Negative,9.998.693.466.186.520
15 Kelompok yang Gratis Naik MRT-LRT-TJ dan Caranya Siswa Cek! https://t.co/GGSBHn4Crp,kelompok yang gratis naik mrt lrt tj dan caranya siswa cek,kelompok yang gratis naik mrt lrt tj dan caranya siswa cek,Neutral,9.994.990.825.653.070
Useless gila bus mrt bila org beratur nak naik ramai kau gi letak timing sejam after that....,useless gila bus mrt bila org beratur nak naik ramai kau gi letak timing sejam after that,useless gila bus mrt bila orang beratur anak naik ramai kamu lagi letak timing sejam after that,Negative,5.142.109.990.119.930
gombak-bangi then bangi-gombak ya Allah penat ye rini naik mrt lrt tau,gombak bangi then bangi gombak ya allah penat ye rini naik mrt lrt tau,gombak bangi then bangi gombak ya allah penat ye rini naik mrt lrt tahu,Negative,9.998.014.569.282.530
@Zackrielll Kalau biasa naik daerah BNI CITY SCBD sono orkay2 pada markir disana trs naik kereta MRT LRT KRL soalnya jakarta macet broook also rawan baret lah gas ngerem bawa kuda mah cpt panas Pny temen gaji 30jt pny mobil ada moge kl kerja mah naik LRT wkwkw,kalau biasa naik daerah bni city scbd sono orkay pada markir disana trs naik kereta mrt lrt krl soalnya jakarta macet brok also rawan baret lah gas ngerem bawa kuda mah cpt panas pny temen gaji jt pny mobil ada moge kl kerja mah naik lrt wkwkw,kalau biasa naik daerah bni city scbd sono orkay pada markir disana terus naik kereta mrt lrt krl soalnya jakarta macet brok also rawan baret lah gas ngerem bawa kuda mah cepat panas punya teman gaji jt punya mobil ada moge kalau kerja mah naik lrt wkwkw,Negative,999.702.513.217.926
@mittenkitten__ hai yang tiap hari naik mrt coba liat dah ada Permen Jumbo di Stasiun Jakarta Kota part of Lazada 11.11 big sale. dapat free lollipop nih buat kita2 nih yang jiwa muda! yang blm bisa dateng bisa search mengerubungi lazada di internet aja!,hai yang tiap hari naik mrt coba liat dah ada permen jumbo di stasiun jakarta kota part of lazada big sale dapat free lollipop nih buat kita nih yang jiwa muda yang blm bisa dateng bisa search mengerubungi lazada di internet aja,hai yang tiap hari naik mrt coba liat sudah ada permen jumbo di stasiun jakarta kota part of lazada big sale dapat free lollipop nih buat kita nih yang jiwa muda yang belum bisa datang bisa search mengerubungi lazada di internet saja,Neutral,9.832.351.207.733.150
Warga Jakarta sekarang bisa naik TransJakarta MRT &amp; LRT GRATIS! Melalui PerGub No 33 Tahun 2025 layanan TransJakarta MRT dan LRT bisa dinikmati GRATIS bagi 15 golongan masyarakat termasuk pegawai swasta bergaji di bawah Rp 6 2 Juta yang punya Kartu Pekerja Jakarta. https://t.co/m4qFvAi8nK,warga jakarta sekarang bisa naik transjakarta mrt amp lrt gratis melalui pergub no tahun layanan transjakarta mrt dan lrt bisa dinikmati gratis bagi golongan masyarakat termasuk pegawai swasta bergaji di bawah rp juta yang punya kartu pekerja jakarta,warga jakarta sekarang bisa naik transjakarta mrt amp lrt gratis melalui pergub no tahun layanan transjakarta mrt dan lrt bisa dinikmati gratis bagi golongan masyarakat termasuk pegawai swasta bergaji di bawah rp juta yang punya kartu pekerja jakarta,Neutral,9.994.233.846.664.420
weh nak pengsan i macam dah lama tak naik mrt dah elok turun trx pastu tak tahu nak naik stesen mana pergi bukit bintang end up nya turun cochrane pastu baru nampak bukit bintang nak nangis huwaa,weh nak pengsan i macam dah lama tak naik mrt dah elok turun trx pastu tak tahu nak naik stesen mana pergi bukit bintang end up nya turun cochrane pastu baru nampak bukit bintang nak nangis huwaa,weh anak pengsan saya macam sudah lama tidak naik mrt sudah elok turun trx pastu tidak tahu anak naik stesen mana pergi bukit bintang end up nya turun cochrane pastu baru nampak bukit bintang anak nangis huwaa,Negative,9.987.310.767.173.760
Yeayy akhirnya openn Ku kaget pas turun mrt ada kaybun dan mantau trus progressnya karena deket dari rumah dan kemana-mana naik mrt lebak bulus Ini strategis bangett sih tempatnya soon mau kesanaa (terakhir cobain pas di Cipete outlet lama) https://t.co/pgzZcjznMB,yeayy akhirnya openn ku kaget pas turun mrt ada kaybun dan mantau trus progressnya karena deket dari rumah dan kemana mana naik mrt lebak bulus ini strategis bangett sih tempatnya soon mau kesanaa terakhir cobain pas di cipete outlet lama,yeayy akhirnya openn ku kaget pas turun mrt ada kaybun dan mantau terus progressnya karena deket dari rumah dan kemana mana naik mrt lebak bulus ini strategis sangat sih tempatnya soon mau kesanaa terakhir cobain pas di cipete outlet lama,Positive,9.994.433.522.224.420
Dengan gajiku 3.8jt Aku bs free naik tj dan mrt rejeki anak sholeh.,dengan gajiku jt aku bs free naik tj dan mrt rejeki anak sholeh,dengan gajiku jt saya bisa free naik tj dan mrt rejeki anak sholeh,Positive,9.995.630.383.491.510
Pekerja swasta di Jakarta kini bisa naik Transjakarta MRT dan LRT gratis selama enam bulan. Program ini berlaku untuk pegawai dengan gaji maksimal Rp 6 2 juta yang punya Kartu Pekerja Jakarta (KPJ) dari Pemprov DKI. Daftarnya juga gampang cukup lewat situs Disnakertrans DKI https://t.co/oNLSyippaq,pekerja swasta di jakarta kini bisa naik transjakarta mrt dan lrt gratis selama enam bulan program ini berlaku untuk pegawai dengan gaji maksimal rp juta yang punya kartu pekerja jakarta kpj dari pemprov dki daftarnya juga gampang cukup lewat situs disnakertrans dki,pekerja swasta di jakarta kini bisa naik transjakarta mrt dan lrt gratis selama enam bulan program ini berlaku untuk pegawai dengan gaji maksimal rp juta yang punya kartu pekerja jakarta kpj dari pemprov dki daftarnya juga gampang cukup lewat situs disnakertrans dki,Neutral,999.605.119.228.363
guyss kalo naik MRT pake QRIS Tap minimal saldo berapa ya? https://t.co/KXqlVhNSg8,guyss kalo naik mrt pake qris tap minimal saldo berapa ya,guyss kalau naik mrt pakai qris tap minimal saldo berapa ya,Neutral,9.996.721.744.537.350
Zafrul zafrul. Sama jugak macam mrt time antoni lok naik tak adanya rosak. Semua on time.,zafrul zafrul sama jugak macam mrt time antoni lok naik tak adanya rosak semua on time,zafrul zafrul sama jugak macam mrt time antoni lok naik tidak adanya rosak semua on time,Negative,6.921.085.119.247.430
@donad4656 @tvOneNews Ya kebijakan Pergub Nomor 33 Tahun 2025 ini dikeluarkan Gubernur Jakarta untuk pekerja dengan gaji di bawah Rp6 2 juta agar gratis naik Transjakarta MRT dan LRT. Layanan ini beroperasi utama di Jakarta dan sebagian Jabodetabek jadi manfaatnya terbatas pada wilayah tersebut.,ya kebijakan pergub nomor tahun ini dikeluarkan gubernur jakarta untuk pekerja dengan gaji di bawah rp juta agar gratis naik transjakarta mrt dan lrt layanan ini beroperasi utama di jakarta dan sebagian jabodetabek jadi manfaatnya terbatas pada wilayah tersebut,ya kebijakan pergub nomor tahun ini dikeluarkan gubernur jakarta untuk pekerja dengan gaji di bawah rp juta agar gratis naik transjakarta mrt dan lrt layanan ini beroperasi utama di jakarta dan sebagian jabodetabek jadi manfaatnya terbatas pada wilayah tersebut,Neutral,9.902.325.868.606.560
