normalized,hf_final,hf_score,label_id
mau ketemuu kak sheela juga kak shel kamu bakal naik krl kah,Neutral,9.995.971.322.059.630,1
sebel mending lu enggak usah naik krl begitu saja repot ah,Negative,9.997.337.460.517.880,0
iya naik motor ke bekasi transit krl,Neutral,999.713.122.844.696,1
siap belajar naik transum alias krl lagi doakan aku beruntung semoga tidak nyasar atau ketiduran di,Positive,987.057.626.247.406,2
balik naik krl dan yelah lewat gedung kntor dan besok lewat lagi,Neutral,998.725.950.717.926,1
enggak usah naik krl lu beli mobil makanya kalau enggak mau desek desekan sama pengguna transportasi umum lainnya,Negative,7.466.371.059.417.720,0
enggak boleh naik krl enggak boleh emosian harus nurut sama orang lain haha,Negative,9.995.437.264.442.440,0
bayangkan saja penyerapan lightstick sambil menahan ngantuk berat diperjalanan ini aku juga dapat pengalaman baru yaitu naik krl menggunakan qris tap akhirnya fitur nfc hpku terpakai wkwkwk lalu aku juga sempat mampir mandi di smart glass toilet ala jepang di stasiun bni city,Neutral,9.980.429.410.934.440,1
orang miskin gaboleh naik krl gaboleh seks pekerjaan diremehin bahkan sampai di tumpah perkara cancel orderan apalagi ya orang kayak nanggung di indonesia hobi amat jelek menjelekkan yang miskin,Negative,9.998.447.895.050.040,0
tadi ada juga gaboleh naik krl,Neutral,9.996.426.105.499.260,1
naik krl tapi masih classist wkwkwkwkkw naik taksi saja gblg tapi lu enggak punya duit ya,Negative,9.993.035.793.304.440,0
kemarin gaboleh naik krl bang,Neutral,9.715.306.162.834.160,1
lu semua pada jahat dan belagu banget ya gila tapi nanti guliran warteg andalan lo pada naikin harga karena pedagang dari pinggir enggak boleh jualan langsung bingung lu anjir timbang naik krl bisa geser gerbong,Negative,9.998.086.094.856.260,0
muak banget gue naik krl weekdays begini,Negative,9.998.809.099.197.380,0
segennya naik krl pas weekend tuh begini sudah tau bawa anak tapi master jalan di peron enggak mau mengasih jalan orang lain giliran kesedek ngomel,Negative,9.992.209.672.927.850,0
di twitter orang miskin disalahin mulu dulu gaboleh punya anak kemarin enggak boleh naik krl sekarang gaboleh ngeseks,Negative,9.998.500.347.137.450,0
sudah 6 tahu pp naik krl berdesakan indak pernah ngeluh bau dan indak menyepelekan apapun pekerjaan orang yang naik krl karena sama mencari nafkah akupun sebagai gen rasanya merasakan lelah tenaga lelah batin dan lelah pikiran untuk mencari uang demi bisa hidup dan menghidupi keluarga,Negative,9.997.944.235.801.690,0
tapi setauku ada batas maksimal ukuran dan jumlah barang bawaan di krl karena dulu jaman-jaman belum ada kereta bandara aku suka naik krl bawa-bawa koper takutnya enggak dibolehin jadinya suka baca-baca maksimal jumlah dan ukuran bawaan wkwk,Positive,9.978.532.195.091.240,2
jakarta macetnya deh di level enggak wajar saranku naik krl saja deh wkwkwk,Negative,9.998.475.313.186.640,0
ini kayaknya karena aku naik tj naik krl bisa lebih cepat harusnya,Positive,5.686.102.509.498.590,2
namanya juga transportasi umum ya pasti berdesakan dengan berbagai orang dan berbagai pekerjaan sama sama mencari nafkah jangan merasa paling wangi ya nder sender masih newbie kah naik krl kalau indak mau bau dan indak berdesakan lebih baik naik taksi saja dijamin nyaman dan baseball bau,Positive,9.967.564.940.452.570,2
justru karena itu coba pemahaman komunismenya dibenerin lagi btw memang indonesia ini sok ekskusif anjrit sudahlah masih mencari yang murah naik krl sok banyak request enggak mau ini enggak mau itu tahi banget ya,Negative,999.847.412.109.375,0
eh naik mrt bisa pakai kartu krl yang hitam,Neutral,9.984.174.966.812.130,1
dari kecil sudah biasa naik angkot bus bareng sama pedagang2 kalau naik kereta ekonomi antarkota jaman 35rbuan atau bus non ac juga sudah gaher ada yang bawa ayam hidup dikeranjangin sama hasil panen dari kampung kasihan pedagang2 kalau dilarang pakai fasum murah kayak krl,Positive,9.981.507.658.958.430,2
naik krl dari solo ke jogja sampai di stasiun ceper tiba-tiba orang yang duduk di samping ku bilang ke temannya nanti kalau sampai di brambanan kita pesan ojol ya biar enggak menunggu lama di tugu padahal dari brambanan ke tugu masih beberapa menit lagi perlu jalan antri keluar pula,Neutral,9.543.144.106.864.920,1
wkwkwk kalau mau enak mah jangan naik krl naik greensm saja tapi kalau naik gsm jangan lupa aktifin travel insurancenya cuma 10 rupiah bisa cover hingga 350 juta,Positive,9.995.259.046.554.560,2
kamu naik krl juga bin,Neutral,8.550.769.090.652.460,1
naik krl turun stasiun gawok jalan kaki dikit nyoto,Neutral,7.678.074.836.730.950,1
semoga krl enggak pernah naik tarif,Neutral,9.846.473.932.266.230,1
kalo enggak mau desek an mah kagak usah naik transportasi umum lah wkwk begitu saja repot elah lagi sendernya alay dikira yang naik krl cuma dia doang kali ya gue malah kadang suka greget pengin bantuin karena saking byknya itu dan pasti susah juga,Negative,9.992.334.842.681.880,0
wct itu juga mau naik krl tapi masih makan di pracima tuin hujan deras akhirnya cari alternatif lain dapat sancaka exc hehehe pas sampai solo balapan krl nya juga sampai masih keburu ternyata tapi akhirnya punya pengalaman naik kereta executive nyaman,Positive,9.988.468.885.421.750,2
ini benaran boleh adakah dasar aturannya soalnya kapan itu teman saya bawa barang banyak begini enggak dibolehin petugas saat mau naik krl dari purwosari menuju klaten,Neutral,9.890.632.033.348.080,1
nenek gua tau kalo gua suka banget mangga dan sekarang lagi musim mangga jadi beliau langsung belikan gua tapi enggak 3 kg juga enggak sih gua pulanh kerumah naik krl sambil gotong 3 kg mangga tapi terima kasih,Positive,9.961.163.997.650.140,2
minggu minggu tetap saja naik krl,Neutral,9.531.708.359.718.320,1
seller bintang 5 lagi naik krl saja kirim invoice ajg,Positive,8.858.919.143.676.750,2
min bertanya lagi dong kartu ini bisa buat naik tj juga apa cuma krl saja,Neutral,5.789.560.079.574.580,1
dan gue pun baru sadar setelah rewatch2in performnya dari r1 tiap tim pasti ada saja satu yang pakai rok huhu i love you guys aku terlampir banget sampai pengin mengikuti fesyongnya cuma masalahnya gue naik krl untuk kuliah,Neutral,41.151.830.554.008.400,1
rombongan tour naik krl kayak mengapai coba,Neutral,8.821.864.128.112.790,1
kalo enggak ketemu saat ini gua naik krl masih setahun 1x saja kayaknya wkwk,Negative,8.145.288.825.035.090,0
dia sedang otw mencari rezeki kamu sedang otw mencari rezeki juga kenapa kamu boleh naik krl tapi bapaknya enggak boleh padahal krl adalah transportasi umum bukan private atau patas transport umum ya artinya semua orang bisa pakai bukan hanya kamu yang pekerja kantoran saja,Neutral,5.047.221.183.776.850,1
gue jaman sama itu selalu tenang kalo bareng ibu yang bawa sayuran karena artinya gue naik krl pertama dan terjamin tidak akan telat sampai sekolah sekaligus bisa lanjut lenyeh lenyeh dulu di kelas,Positive,9.995.044.469.833.370,2
kak mjb turun di stasiun mana ya kalau naik krl,Neutral,9.996.691.942.214.960,1
lu kalo risih sama punya duit lu ngapa enggak kepikiran dikit naik kereta bandara saja sih apalagi lu buru2 ceunah biar lu juga lebih leluasa juga anjir enggak usah nyalah2in sana sini mulai dari diri lu saja krl termasuk transum juga gih ya artinya transportasi lu dipakai bersama sama,Negative,9.997.881.054.878.230,0
sementara itu saya menderita di naik krl berdesakan ikan sarden tipe shi,Neutral,9.898.707.270.622.250,1
masbro ini tentang regulasi kita hidup di negara hukum positif ada kok regulasi tentang tata tertib naik krl kalo lu pakai dogma agama ya agama lu belum tentu sama dengan agama sih pembuat twit tapi kan jelas kita berada di negara yang sama dengan hukum positif yang sama jadi patuh,Negative,9.994.133.710.861.200,0
mampus naik atap krl saja lo,Negative,9.996.401.071.548.460,0
enggak usah naik krl lah babi mengatur padahal bukan donatur,Negative,9.991.626.739.501.950,0
dari dulu juga sudah banyak pedagang naik krl,Neutral,9.311.334.490.776.060,1
kata gua lu punya pilihan buat naik ojol atau taksi online kalo pedagang mana bisa sih enggak semua pedagang tuh selalu untung tiap hari dan enggak semua pedagang balik modal tiap jualan krl itu sudah pilihan transportasi yang murah buat mereka kayak yang baru naik krl saja deh lu,Positive,996.311.604.976.654,2
ya bisa lah kan ganti arah berlawanan yang tadinya gerbong belakang jadi gerbong depan memang enggak pernah naik krl kak,Neutral,9.964.470.267.295.830,1
astaga pantas banget lo mampunya naik krl doang gacocok lo sukses power disalahgunakan banget pasti,Negative,9.991.987.347.602.840,0
kalo enggak suka lihat kegiatan kayak begitu di krl mending naik grab car saja lo enggak tahan sama baunya kan ribet banget hidup lo kayak lo doang yang paling penting sedunia,Negative,9.947.803.020.477.290,0
ayo kak aku juga naik krl,Neutral,9.966.377.019.882.200,1
krl kan kereta rel listrik bukan kekantor rel listrik lo ngeluh sama pedagang mereka juga berhak lah orang itu transum nih ya biar lo tau di medan itu orang kantoran kayak lo yang bawa laptop kebanyakan naik transum angkot brt bareng sama pedagang dan enggak pernah ngeluh,Negative,9.989.755.153.656.000,0
yaelah ribet amat sih kalo enggak suka tinggal turun dan naik krl berikutnya mereka cuma bisa pakai itu di waktu tertentu lo kan bebas,Negative,9.993.880.987.167.350,0
jujur ​​ngeliat sender tubirfess yang krl itu kesel banget gua anjir pas pagi kadang suka melihat orang yang bawa begituan naik kereta dan sestruggle itu ya allah beratnya kita bawa tas tuh enggak ada apa apanya dibanding mereka ya allah enggak ada hati lu,Negative,999.790.370.464.325,0
eh ini ketikannya jahat banget bukan diskriminasi atau apa tapi emotmu kayak mengatai sih nder padahal pedagang juga mencari nafkah kalo mau enggak ketemu orang lain enggak usah naik krl naik kendaraan pribadi saja semoga hidupmu mudah ya nder oiya minimal kalo ngefoto orang lain disensor,Positive,9.998.111.128.807.060,2
lu jahat banget anjing mereka tuh cuma boleh berangkat kereta pertama anjing kok bisa ada sesama pengguna krl mikirnya begini gue kalo naik krl pertama lihat banyak pedagang bawa barang besar2 sebanyak itu gue malah sedih monyet sedih mereka enggak punya habis selain krl buat bawa,Negative,9.997.701.048.851.010,0
kayaknya harus mulai olahraga jalan lagi karena tiap habis naik krl yang perlu transit berkali-kali habis itu kaki gue mau putus rasanya,Neutral,9.998.319.149.017.330,1
sender belum pernah merasai naik kereta rangkas tn abang sebelum ada krl sih ya,Neutral,8.900.294.899.940.490,1
padahal sama smaa lagi ikhtiar cari duit sender pergi kerja dengan tas laptopnya dan mereka para pedagang dengan dagangannya sama-sama cari rezeki padahal pemikirannya hanya orang yang modis dan kerja kantoran yang boleh naik krl,Negative,9.991.616.010.665.890,0
sesama kerja yang hanya mampu naik krl saling menghormati saja lah lu sudah bisa bawa mobil ke kantor saja masih harus macet an mau enggak begitu ya jangan kerja dikota balik ke kampung halaman,Positive,5.298.087.000.846.860,2
sama kak pernah juga sekitar jam 4 an pedagang habis dari pasar induk yang memang ramenya tuh dari malam ke tengah malam dan dini hari ngebayangin mereka tuh jam tidurnya enggak kayak kita biasa habis belanja pulang naik krl terus persiapan dagang keliling,Positive,8.771.904.110.908.500,2
bro masih naik krl dan ngejudge orang lain padahal kalian setara dengan pengguna krl,Negative,9.985.686.540.603.630,0
pertama lu tolol kedua lu tolol banget lu kira lu doang yang mencari hidup apa ya kalo lu merasa oke gaush naik krl subuh lagian lu juga paling berapa stasiun doang ya lu bayangkan mereka dari ujung ke ujung buat hidup dan lu bilang begini ya bau lah wajar lu balik kantor saja baunya kayak tahi,Negative,9.998.608.827.590.940,0
kalau mau arogan totalitas arogan tapi tetap naik krl beli mobil lah atau beli apart dekat kantor bisa enggak itu kalau masih sama di bawah saling menghargai saja itu pedagang lebih rajin bekerja dari lu harusnya dicontoh memang lemah lu nya begitu saja ngeluh,Negative,9.995.949.864.387.510,0
besok2 kalo beli tv guede sekalian bayar ongkir krumah biar enggak perlu naik krl heran deh ribet banget,Positive,8.210.612.535.476.680,2
bacot banget kimak kesel banget gue bacanya lu yang kudet kali krl green line khusus keberangkatan pertama memang membolehkan pedagang buat bawa dagangannya ke pasar naik krl lu bsk2 kalo mau brgkt nyaman tanpa berdesakan amp ekslusif naik taksi online saja kenapa sih,Negative,9.998.177.886.009.210,0
lu kalo enggak mau desek2an naik burok saja anjir lu baru pertama kali naik krl apa bagaimana yang norak tuh lu bawa laptop doang berasa bawa dunia dan seisinya,Negative,9.998.306.035.995.480,0
dulu pernah gabut beli buket bunga di baltos terus nenteng itu ke jakarta buat mengasih ke doi mana ke jakarta nya naik kereta lokal lagi karena gabut nenteng buket bunga di krl,Neutral,7.250.156.402.587.890,1
enggak usah naik krl mbak naik mrt lrt saja kalo begitu,Negative,9.957.393.407.821.650,0
gara gara ignasius jonan mulut gen saja semaunya sendiri jaman gue aktif naik krl tahun 2004 2005 pada masuk semua ke krl itu,Negative,9.997.044.205.665.580,0
gara gara ignasius jonan mulut gen saja semaunya sendiri jaman gue aktif naik krl tahun 2004 2005 pada masuk semua ke krl itu,Negative,9.997.044.205.665.580,0
bawaan banyak termasuk laptop kamu itu enggak sebanding dengan beratnya beban mereka kak paling berapa lama sih kamu di krl se enggak bisa itu menahan ketidaknyamanan kamu tolong be nice kalian sama sama lagi bertahan di kehidupan ini jadi berhenti mengeluh kalo enggak mau bersinggungan naik mobil pribadi saja,Negative,9.997.598.528.862,0
seru juga hujan hujan ke depok naik krl sambil mendengarkan lagu lagu kita yang seplaylist,Positive,9.958.199.262.619.010,2
belagu banget kampret namanya juga transportasi umum siapa saja boleh naik coba sebelum nge tweet dipikirkan alesan lo naik krl semoga bisa sampai ke otak lo,Negative,9.998.781.681.060.790,0
kalo enggak mau desek desekan sama pedagang ya naik kendaraan pribadi kenapa enggak punya supir ya atau ngirit naik krl karena kalo naik kendaraan pribadi bensinnya mahal,Negative,9.998.016.953.468.320,0
kalo sama-sama masih naik krl mah enggak usah belagu deh lo kalo mau nyaman ya naik grab mobil orang dagang mau cari rezeki malah disalty ini stres,Positive,9.998.735.189.437.860,2
nama saja transportasi umum blok ini orang gajinya masih mengharuskan dia naik krl ke kantor saja sudah songong begini ajg bagaimana kalau banyak duit benaran pemimpin adalah cerminan rakyatnya,Positive,9.984.075.427.055.350,2
ah sok kayak lu moneyt naik krl tarif 3 rebu saja belagu amat,Negative,9.998.414.516.448.970,0
beli frozen food telur 1 kg beras terus bawa bekal kalau berangkat kerja naik transum yang lebih murah kayak krl tj atau jaklingko semisal lu tinggal di jakarta,Positive,9.214.923.977.851.860,2
memang cuma yang naik gunung saja ya aku suka lihat kok di krl ada yang pakai,Positive,9.996.992.349.624.630,2
apakah ini yang namanya jetlag padahal cuma naik krl mrt busway krl motor tapi kok pas sudah mau tidur malah goyang2 nih rasanya,Negative,999.832.034.111.023,0
iya sama kamu benar aku merasa kasihan sama mereka para pedagang kecil apalagi orang tua yang membawa dagangannya naik krl pagi pagi mengais rezeki,Negative,9.998.588.562.011.710,0
boleh yang penting enggak dagang didlm krlnya lu kudet apa bagaimana sudah dari dulu pedagang naik krl dari jaman masih bobrok tuh kereta sampai kayak sekarang bedanya sudah enggak dibolehin dagang saja didlm krl dan ini transportasi umum bukan transportasi buat orang kerja doang,Negative,9.997.466.206.550.590,0
kak kamu enggak pernah naik krl jaman dulu ya pintu enggak ketutup sepanjang perjalanan kamu satu gerbong sama manusia hewan sayuran mereka sekarang cuma boleh di pemberangkatan pertama doang loh berbagi tempat sedikit saja buat mereka kenapa mesti nyinyir sih,Negative,9.997.778.534.889.220,0
eh orang pada jahat jahat banget deh lagian itukan transportasi umum semua orang boleh naik dan sudah dibikin juga pedagang2 ini bisa naik krl bawa dagangannya di jam pertama kalo merasa terganggu naik taxi online saja sono anjrit repot deh lu siapa sih ini sender nya,Positive,9.998.515.844.345.090,2
jadi kalo dari stasiun rangkasbitung itu memang kereta pertama diisi sama pedagang yang jualan di jakarta terus kalo mereka kesiangan dikit saja mereka bisa saja enggak jualan dulu sebelum ada krl mereka naik kak lokal ke jakarta dan mereka sudah mulai jualan di kereta itu cmiiw,Neutral,9.769.097.566.604.610,1
senang banget kemarin ada daytrans dari fx langsung ke ice jadinya enggak harus capek naik krl transit transit,Positive,9.996.582.269.668.570,2
kayak tahi memang krl ini gue sudah mau naik malah tutup brengsek,Negative,9.998.568.296.432.490,0
gue dulu numpang bawa kanvas lukis setinggi pinggang habis pameran di sarinah pulang mau naik krl dari sudirman dicegat enggak boleh naik karena overluggage tapi sekarang salut sama krl bolehin pedangan membawa dagangan begini walaupun masih di jam jam tertentu keberangkatan awal,Positive,9.990.160.465.240.470,2
teringat tahun lalu naik krl dari daru jam subuh saja sudah penuh orang jualan ke tanah abang anjir wkwk,Neutral,9.984.858.632.087.700,1
untuk sesi pijat di luar saya tambahkan sedikit biaya transportasi karena kadang saya perlu naik gojek krl amp menyesuaikan waktu perjalanan dengan begitu perjalanan dan waktu yang terpakai tetap tercover dan saya bisa tiba dengan nyaman untuk memberikan pelayanan terbaik,Positive,999.346.911.907.196,2
bahkan baliknya searah naik krl bogor line,Neutral,9.994.912.147.521.970,1
pas banget sakit tadi aku naik krl dari tn abang yang tujuan akhirnya tuh rangkasbitung ih bau rokok banget deh pas berdiri di sekitar penumpang laki-laki nya sampai pusing nyium baunya dan memilih ngejauh saja dari mabok sendiri,Negative,9.998.109.936.714.170,0
boleh kak kamu naik krl kan,Neutral,9.983.262.419.700.620,1
sombong banget begitu padahal masih naik krl wkwkwkwkwkwkwkwkw,Negative,999.864.935.874.939,0
jadi ingat dulu pernah terjatuh ulat waktu naik krl kaget banget sampai jejeritan segerbong taunya ulatnya dari jengkol yang dibawa salah satu penumpang amp ditaruh di rak barang yang di atas kepala mungkin corong khusus pedagang perlu ada,Neutral,9.637.572.765.350.340,1
malu pada kamu pengirim semoga lu enggak merasai bagaimana susahnya pagi pagi bawa barang banyak naik krl yang pasti mereka ini gue yakin punya rasa gaenak sama orang orang cuma ya harus bagaimana lagi demi ada pemasukan gila ya semoga orang kayak lu bertahan lama deh di kantor lu yang cuman bawa laptop itu ew,Negative,9.997.625.946.998.590,0
jastip cf21 besok malam ya aku update yang mau tau dapat atau enggak boleh cek bio aku aku baru naik krl besok lanjut kerja lagi mohon dimengerti ya guys,Neutral,9.989.847.540.855.400,1
demi alejandro ini adalah naik krl tercapek jir,Neutral,9.983.022.212.982.170,1
mencoba naik krl pertama kali naik krl sendiri,Neutral,998.114.824.295.044,1
memang enggak napak tanah saja sendernya mana beraninya anonim padahal itu juga krl pertama banget dari rangkas yang memang boleh buat pedagang aku sering naik dari rangkas saja enggak pernah nemu di jam lain,Positive,7.141.348.719.596.860,2
besok mah naik krl,Neutral,9.967.818.260.192.870,1
ini dulu aku pas pertama kali banget naik krl yang kelas ekonomi kalo yang kayak sekarang itu dulu namanya ekonomi ac sekitar tahun 2010,Neutral,9.943.346.977.233.880,1
nge grab saja kak jangan naik krl ribet banget nama enggak transum bebas siapa saja boleh naik,Negative,9.413.837.194.442.740,0
mjbb bisa naik krl sampai manggarai terus transit naik kereta ke tanah abang kemudian naik kereta arah rangkasbitung turun di cisauk,Neutral,999.670.147.895.813,1
jaringan lo berhari hari ini lemot banget padahal xl prioritas di rangkasbitung banten lemot dibawa naik krl sepanjang jalan lemot di jakarta juga lemot parah,Negative,9.998.741.149.902.340,0
sempat naik krl model begini sampai sekarang masih ingat aromanya bagaimana haha,Negative,49.953.681.230.545.000,0
krl enggak cuma buat orang kayak kamu saja yv bawa laptop itu transum jadi siapa saja boleh naik empatinya tolong dipakai,Neutral,7.860.784.530.639.640,1
naik bis semangat kak lamgsung istirahat pas sampai apa masih lanjut krl an,Negative,9.855.931.401.252.740,0
kalo mau nyaman bawa kendaran sendiri sono namanya juga umum lagian itu sudah diatur dan dibolehin juga apa sih susahnya respek peduli dan memaklumi mereka gue juga sering naik krl pas jam rame bedempet juga sama orang yang bawa bawaan segambreng buat jualan gue biasa saja tuh,Negative,9.971.651.434.898.370,0
asli gegara naik krl desek2an mampus badan langsung drop enggak lagi2 deh kapok,Negative,998.847.246.170.044,0
naik krl kak,Neutral,997.627.317.905.426,1
aku tiap naik krl di jam2 segitu lihat mereka saja kasihan tau kok kamu bisa2 nya enggak punya empati kalo memang enggak bisa bantu seengganya enggak usah mengomong jahat begitu nder naik taksi kalo enggak mau keganggu semoga hidup kamu baik-baik saja ya nder,Negative,9.998.303.651.809.690,0
naik krl enggak kenapa enggak tanya ke petugasnya sender yang ngefoto juga enggak perlu sampai dibawa kesini kan petugas di stasiun enggak kurang2 loh perlu dibantu mention ke admin juga kah,Neutral,7.678.978.443.145.750,1
bentar pada dasarnya gue naik krl gratis tadi o,Negative,9.990.308.284.759.520,0
eh kocak mau naik krl kenapa tap mrt,Neutral,9.991.655.349.731.440,1
iya lagi gue naik krl dari bekasi sudah ada yang outfitnya jejepangan transit di tn abang ketemu lagi dan benar mereka turun semua di cisauk,Neutral,9.980.311.989.784.240,1
beli mobil nder makanya biar enggak usah ngomel soal bau dikira kereta cuman buat dirimu sendiri saja kenapa lagian pedagang begitu biasanya naik kereta yang pagi banget kalo kamu enggak kok barengan mereka ya naik siangan saja duitmu baru mampu naik krl saja songongnya kayak begitu,Negative,9.998.544.454.574.580,0
paling demen berdiri dekat pintu soalnya anginya kencang banget jadi enggak gerah wkwkwk tapi ibu selalu marahin sering naik krl jaman itu kalo pulkam ke bogor atau main ke rumah nenek,Neutral,9.984.164.237.976.070,1
kak kamu jahat banget sumpah jahat banget ketikan mu ingat orang tua mu kak kok bisa sih mengetik kayak begini kalau lu enggak mau kebauan ya jangan naik krl simple anjir,Positive,9.998.669.624.328.610,2
padahal bisa pindah rangkaian saja kalo enggak nyaman atau enggak usah naik krl sekalian,Positive,999.710.738.658.905,2
naik krl sejam sampai jogja entar baru p main,Neutral,9.689.041.972.160.330,1
enggak biasa saja mayoritas orang naik krl juga enggak tau karena berangkat di jam jam sibuk orang kerja di scbd jarang ada yang berangkat jam 4 subuh paling pagi jam 5an,Negative,9.982.286.095.619.200,0
bjir masih naik krl saja sudah mental borju,Negative,9.998.257.756.233.210,0
sumpah pph dia tiap naik krl ada saja bgst,Neutral,7.805.623.412.132.260,1
sebelum lu ngeerti caranya naik kereta mereka sudah jadi pelanggan tetap krl dari jaman di dalam gerbong bisa transaksi jual beli,Neutral,8.995.928.764.343.260,1
jadi teringat gue sama emak gue yang dulu naik transum buat bawa dagangan boneka dari pasar kota pernah naik krl naik tj,Positive,9.983.336.329.460.140,2
sedih banget lihat yang pedagang naik krl dikatai bau itu distym itu menangis ini orang lain,Positive,999.823.272.228.241,2
ya kalo enggak suka jalan kaki saja kocak mengapai naik krl,Negative,9.993.343.949.317.930,0
merasa vip tapi naik krl ibaratnya pengin fasilitas bagus tapi lo enggak punya duit,Negative,9.996.652.603.149.410,0
sumpah yang mengetik ini siapa sih anjing itu transum transportasi umum lu kalo enggak mau segerbong sama pedagang pelanggan pengguna krl ya naik kendaraan lo sendiri kentodd,Negative,9.998.082.518.577.570,0
bacot banget sih lu ngentot gaya lu selangit anjing tapi masih naik krl lu kalo enggak mau ketemu orang naik mobil pribadi memek jangan naik transum memang transum dibikin buat siapa buat semua rakya titit tanpa kecuali lagian bisa bisa nya jahat sama orang yang mau kerja,Negative,9.998.636.245.727.530,0
padahal sama sama pekerja baru bisa naik krl saja songong habis,Negative,9.997.970.461.845.390,0
selama lu masih sama naik krl lu enggak ada bedanya sama orang yang lu katain sih,Negative,9.998.687.505.722.040,0
gue juga pas kuliah naik krl sama pedagang memang enggak nyaman tapi ya mau bagaimana lagi itu naik kendaraan umum mereka naik kan juga bayar enggak perlu dipost di base keluh kesah lu,Negative,6.074.094.772.338.860,0
tolong navy gue naik turun tanggal krl saja sudah mau pingsan,Negative,9.997.538.924.217.220,0
gue ngescroll info jadi sebenarnya sudah himbauannya ada jamnya ada tujuannya jadi kalo bapaknya bisa sampai situ bisa saja sudah sama petugas krlnya dan statement bau ini jangan naik krl ya naik grab mobil saja biar enggak ngeluh bau,Negative,996.833.860.874.176,0
kata gue sih ya kalo lo enggak suka baunya ya jangan naik itu krl naik krl selanjutnya bisa kalo enggak begitu ya beli saja kendaraan pribadi sumpah deh captionnya kayak enggak menginjak tanah saja lu ya allah itu transum woy sapa saja boleh pakai,Positive,99.972.003.698.349,2
hilil kintil kali kauu kau 0un naik krl biar murah kan begitu saja sudah sombonk memang manusia egois harus merasai dulu ada di posisi orang tersebut,Positive,999.847.412.109.375,2
paling sebel sama yang beraninya mengoceh di forum umum begini kata gue tumpah acc nya lihat coba dia masih berani mengoceh begini enggak naudzubillah ingat lu juga punya bapak kan minim kalo buta huruf diam begitu loh pedagang memang boleh naik krl jadwal pertama gue yang bukan orang jakarta saja tau,Negative,9.996.035.695.075.980,0
kok bisa ya padahal sama sama naik krl tapi omongannya sudah berasa kayak yang punya krl,Positive,9.997.283.816.337.580,2
1 ini transportasi umum 2 siapa saja boleh naik 3 kalo lo enggak nyaman silakan cari transum lain 4 lo kerja cari nafkah mereka juga sama 5 kalo lo masih kekeuh mau naik krl silakan cari gerbong lain 6 bacot lo anjing,Negative,999.761.164.188.385,0
gue punya mobil tapi akhir2 ini lagi senang naik krl untuk membawa barang dagangan gue dari supplier karena gue jadi bisa baca buku di kereta mau kasih tau saja sih bisa jadi lo lebih rendah dari orang yang lu foto bawa dagangan itu kurang2in merasa superior amp enggak punya empati ini pengingat buat diri juga,Positive,9.734.990.000.724.790,2
aturan naik krl saja kagak mengerti,Negative,9.965.952.038.764.950,0
gue punya mobil tapi akhir2 ini lagi senang naik krl untuk membawa barang dagangan gue dari supplier karena gue jadi bisa baca buku di kereta mau kasih tau saja sih bisa jadi lo lebih rendah dari orang yang lu foto bawa dagangan itu kurang2in merasa superior amp enggak punya empati ini pengingat buat diri juga,Positive,9.734.990.000.724.790,2
gue sempat merasai momen naik kereta versi kayak di foto ini benaran krl pun belum ada pintunya jaman masih banyak orang yang naik di atas kereta itu tapi bokap gue suka belikan tahu sumedang nya soalnya enak hehe,Positive,9.995.539.784.431.450,2
jika naik krl menggunakan gotransit apakah hp harus ada nfc,Neutral,9.996.647.834.777.830,1
kalau naik krl berapa jam ya,Neutral,9.905.019.998.550.410,1
sebenarnya sebelum st pas senen bisa turunn turun di jatinegara saja terus abistu baru naik krl ke gondangdia kayaknya perlu transit,Neutral,5.927.163.362.503.050,1
habis donor darah di cf diambil darahnya dari tangan kiri tapi yang pegel kemeng tangan kanan gegara habis bawa koper gede berat naik turun tangga st krl,Neutral,9.944.908.618.927.000,1
gue bingung entar ke moi naik apa pindah saja ke mall nya yang dekat krl begitu,Neutral,9.649.835.824.966.430,1
hari kamis atau jumat begitu naik krl samping aku makan roti sama minum kopi kayak nya mana baunya sedep betul,Positive,9.983.344.674.110.410,2
fangirling ikut event carat station waktu itu walaupun enggak datang ke konsernya main ke dufan untuk pertama kalinya lagi terakhir waktu tak sd ya lupa pp naik krl,Neutral,7.690.910.696.983.330,1
habis beli di prj 43 l di sharp promo cuma 3 juta hemat uang naik krl malah enggak bisa walau di luar jam sibuk pemberangkatan dari kota hahhahaha,Positive,9.952.453.970.909.110,2
bukan diskriminasi atau bagaimana seharusnya kamu yang enggak boleh naik krl,Positive,6.383.026.838.302.610,2
lupa enggak ya cara naik krl,Neutral,8.299.484.252.929.680,1
kak lu jahat banget asli lu ke kantor bawa laptop dapat gaji tiap bulan bapak ini bawa dagangan sebanyak itu pendapatan harian saja enggak tentu mana jauh berat pula memang gbisa kalo lu tinggal diam saja di krl kalo pengin nyaman tinggal naik transportasi online monyet ribet banget,Negative,9.998.584.985.733.030,0
setauku yang kayak gini2 berangkatnya pakai jam paling awal ya sender kalo kamu juga begitu itu mah risiko mu atau jangan naik krl sampai dibikinin gerbong khusus pedagang katanya masih on going sih,Positive,9.997.438.788.414.000,2
kalo sanggupnya masih naik krl yang isinya ribuan orang enggak usah ngeluh kamu sama pedagang itu punya hak yang sama bayarnya pun sama di krl enggak ada ya kasta2an mau kerja dikantor jakarta tinggi kayak ac an kayak pasar kayak jalanan kayak,Positive,9.997.941.851.615.900,2
